token,count,suggested_usage,source_keywords,sample_titles
갤럭시s24,291,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s26 울트라, 갤럭시 s25 울트라",갤럭시s24 s25시리즈정품케이스 | 갤럭시s24+ s25+ 강화유리필름 10장 새상품 | iver 갤럭시S24/S25 프라이버시 보호필름
갤럭시s22,286,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스",[리퍼급]갤럭시S22 최상급컨디션 256G 화이트 공기계 중고폰 | [리퍼급]갤럭시S22 최상급컨디션 256G 블랙 공기계 중고폰 | S급 3무폰.갤럭시s22 256기가 갤럭시22
13인치,285,검토 필요,"맥북, 아이패드, 아이폰 17 프로, 아이폰 17, 애플워치","오아시스 케이스티파이 콜라보 제품 아이폰 17프로 케이스, 맥세이프 카드 홀더, 노트북 13인치 파우치 | 애플 아이패드 매직 키보드 13인치 블랙 정품 | 애플 아이패드 프로 M4 13인치 스그 256GB wifi + 애플펜슬"
리퍼급,273,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25 울트라",[00848] 갤럭시S25 256GB 블루쉐도우 가성비특가 리퍼급 | 리퍼급)갤럭시S25 무잔상 외관깨끗 64.9만 최저가 중고폰 삼성 스마트폰 공기기 공기계 | 리퍼급 갤럭시s23 256GB 그린 완전깨끗 중고폰
14,272,product_token_dictionary model 후보,"아이폰 16, 아이폰 17, 아이폰 17 프로, 맥북, 아이폰 17 프로 맥스, 아이폰 15, 아이폰 17e","[미사용/새상품] 아이폰17프로 재고정리 할인 [13,14,15,16] | [미사용/새상품] 아이폰17 재고정리 할인 [13,14,15,16,프로] | [미사용/새상품] 아이폰16 재고정리 할인 [13,14,15,17,프로]"
아이폰17프로맥스,258,검토 필요,"아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 17, 아이폰 16, 갤럭시 s26 울트라, 갤럭시 s26, 아이폰 17e","아이폰17프로맥스 블랙 갤럭시 플립7 S26 울트라 자급제 미개봉 사요 | [미사용/새상품]아이폰17프로맥스 재고정리 할인 [13,14,15,16] | 매입) 아이폰매입 아이폰17프로 아이폰17프로맥스 16프로맥스 16프로"
스트랩,250,검토 필요,"애플워치, 갤럭시워치, 아이폰 16, 닌텐도 스위치, 아이폰 15, 갤럭시 s25 울트라, 갤럭시 s25, 에어팟 프로",갤럭시s25울트라 다이어리 지갑형 스트랩+크로스 스트랩가죽 케이스 | 샤넬 24SS 아이폰 아이폰 16 체인 스트랩 케이스 블랙 | 아이폰16프로맥스 UAG 패스파인더 맥세이프 케이스+스트랩
삽니다,249,token_exclude_list 후보,"아이폰 17, 아이폰 17 프로, 아이패드, 닌텐도 스위치, 아이폰 17 프로 맥스, 에어팟 프로, 갤럭시 s25, 갤럭시 s26",(삽니다) 갤럭시 S26울트라 /폴드7 / 플립7 / s25울트라 미개봉 | 갤럭시s25  울트라 512기가 삽니다 | 갤럭시 S25 울트라 속박스 및 구성품 삽니다
s24,247,product_token_dictionary model 후보,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 아이폰 16","갤럭시 s22, s23 ,S24, S25, S26 울트라 대여해드립니다 | (새상품) 갤럭시 s24 s25 플러스 울트라 케이스 | (새상품) 갤럭시 s24 s25시리즈 플러스 울트라 풀커버 케이스 리브스"
핑크,247,검토 필요,"갤럭시 s25, 갤럭시 s26, 아이폰 16, 갤럭시 s25 플러스, 아이폰 15, 아이폰 17, 아이패드, 다이슨",헬로키티 갤럭시S25울트라 맥세이프 핑크 케이스 새제품급(노박스) | 갤럭시 S25 그라데이션 링케이스 핑크 | 갤럭시 s25풀러스 s24풀러스 핸드메이드 소가죽 다이어리케이스 핑크
그린,242,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 애플워치, 아이폰 15, 갤럭시워치",SK 갤럭시 S25 5G 그린 256G S급 판매합니다 | 갤럭시 S25 24 23 22 21 20 10 다이어리 케이스 컬러 그린 | 케이스티파이 메도우 그린 스웨터 아이폰16 케이스
갤럭시s21,239,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s26 울트라, 갤럭시 s25 울트라",[리퍼급]갤럭시S21 최상급컨디션 256G 화이트 공기계 중고폰 | [리퍼급]갤럭시S21 최상급컨디션 256G 블랙 공기계 중고폰 | 갤럭시S21 256기가 정상해지 퍼플 깨끗함(잔상없이 깔끔함^^!)
s23,236,product_token_dictionary model 후보,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25 울트라, 갤럭시 s26 울트라","갤럭시 s22, s23 ,S24, S25, S26 울트라 대여해드립니다 | 갤럭시 S22,S23,S24,S25 울트라 계열 판매합니다"
갤럭시s23fe,235,검토 필요,"갤럭시 s25, 갤럭시 s26",리퍼급 갤럭시s23FE 256GB 새상품급 공기계 중고폰 | 갤럭시S23FE 256G 무잔상 가성비 중고폰 | 갤럭시S23FE 256G 무잔상 외관액정 깨끗 중고폰
한정판매,233,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 아이폰 17, 아이폰 16, 갤럭시 s25 플러스, 아이폰 17 프로",>한정판매< 갤럭시 S25 울트라 256G 티타늄 실버블루(직거래 할인) | >한정판매< 갤럭시 S25 울트라 256G 티타늄 블랙 (직거래 할인) | 특가 갤럭시S25울트라 미사용 선착순 한정판매 플립/폴드/23/24/26
제품,233,검토 필요,"맥북, 갤럭시 s25, 갤럭시 s26, 에어팟 프로, 아이폰 17, 아이폰 17 프로, 갤럭시 s25 플러스, 애플워치","갤럭시 S25 울트라 미개봉 제품 판매합니다 | 갤럭시 S26 화이트 512 AA급 제품 저렴히 판매합니다. | 애플 제품 박스(아이폰16,15)"
바이올렛,233,검토 필요,"갤럭시 s25, 갤럭시 s26, 닌텐도 스위치, 갤럭시 s25 플러스, 갤럭시 s26 울트라, 갤럭시 s25 울트라, 아이폰 17, 애플워치",삼성 갤럭시 S26 울트라 512 바이올렛(자급제 미개봉) | 갤럭시 S26울트라 256GB 바이올렛 자급제 새상품급(삼케플가입가능) | 삼성 갤럭시S26울트라 바이올렛
16프로,233,검토 필요,"아이폰 16, 아이폰 17 프로, 아이폰 17, 아이폰 17 프로 맥스, 갤럭시 s26 울트라, 갤럭시 s26",아이폰17 16프로 맥스 갤럭시 S26 울트라 폴드7 울트라 자급제사요 | Roarua 체리 케이스 아이폰 16프로 | [11회차 재입고]아이폰16프로맥스/16프로 미개봉 새상품 특가할인
11,232,product_token_dictionary model 후보,"아이패드, 애플워치, 다이슨, 아이폰 17, 맥북, 에어팟 프로, 닌텐도 스위치, 아이폰 16",풀박스 자급제 아이폰17 256기가화이트 사이클 11 | 17.11.4) 아이폰 8 애플 공기계 중고 휴대폰 파라요~ | 아이폰 17 에어 256 애플케어(27.11.16)자급제 리퍼 새제품
배터리,231,검토 필요,"갤럭시 s25, 갤럭시 s26, 다이슨, 갤럭시 s25 플러스, 아이폰 16, 아이패드, 맥북, 애플워치",아이폰16프로 128gb 내추럴 배터리 100% | 아이폰 16프로 255GB 배터리 성능 92% | 아이폰6s 스그 16기가 배터리 효율 100 상태 좋아요
갤럭시s25플러스,229,검토 필요,"갤럭시 s25 플러스, 갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라",갤럭시S25/갤럭시S25플러스/갤럭시S25울트라 미개봉 시리즈 | 갤럭시S25/갤럭시S25플러스/갤럭시S25울트라 시리즈 | [삼성전자/미개봉/특가]갤럭시S25플러스
c타입,228,검토 필요,"에어팟 프로, 애플워치, 맥북, 아이패드",미개봉 에어팟 맥스 c타입 미드나이트 블랙 노이즈캔슬링 2024 팝니다! | 애플펜슬USB-C타입 판매 | 미개봉 아이패드 프로 11 m5 256GB 와이파이 + 애플펜슬 C타입
갤럭시s26,223,검토 필요,"갤럭시 s26, 갤럭시 s26 울트라, 갤럭시 s25, 아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 17","[미개봉,정품,삼성케어]갤럭시s26/갤럭시s26플러스/갤럭시s26울트라 | 갤럭시S26 울트라 | (미개봉/자급제) 갤럭시s26 울트라"
리퍼,223,검토 필요,"맥북, 아이패드, 아이폰 16, 아이폰 15, 애플워치, 아이폰 17",아이폰16 블랙 128GB 자급제 리퍼 미사용 애플케어플러스 애케플 | 애케플 보증O) 아이폰16 화이트 128G 리퍼 새제품 | 아이폰16 핑크 128 리퍼 새제품 애케플
아이폰15,217,검토 필요,"아이폰 15, 아이폰 16, 아이폰 17, 아이폰 17 프로, 갤럭시 s25, 아이폰 17 프로 맥스, 아이패드, 갤럭시 s26","갤럭시a 박스 s24fe s22 s21+ 아이폰15 아이폰16 | [미사용/새상품] 아이폰15 재고정리 할인 [13,14,16,17,프로] | ESR 아이폰15,16용 울트라 터프 풀 커버리지 강화 유리 9H+"
m5,217,검토 필요,"아이패드, 맥북, 에어팟 프로",(미개봉)아이패드 프로 11 M5 256GB wifi 실버색상 | 직거래네고) M5 아이패드 프로 11 | M5 아이패드 프로 13 + 매직키보드
티타늄,212,검토 필요,"애플워치, 갤럭시 s25, 갤럭시 s25 울트라, 아이폰 15, 아이폰 16, 갤럭시 s26 울트라, 갤럭시 s26, 갤럭시워치",>한정판매< 갤럭시 S25 울트라 256G 티타늄 실버블루(직거래 할인) | >한정판매< 갤럭시 S25 울트라 256G 티타늄 블랙 (직거래 할인) | 갤럭시s25울트라 256gb 판매합니다(티타늄 그레이)
ss급,212,검토 필요,"갤럭시 s25, 애플워치, 갤럭시 s26, 아이폰 16, 갤럭시 s25 울트라, 갤럭시 s25 플러스, 에어팟 프로, 갤럭시 s26 울트라",SS급 갤럭시S25울트라 512 화이트 중고폰 공기계 s25ultra | SS급 갤럭시S25울트라 256 블루 중고폰 공기계 s25ultra | 갤럭시 S25울트라 실버 블루 256기가 SS급 팔아요~
김해,212,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 아이폰 16, 애플워치, 아이폰 17 프로",갤럭시S25울트라 256GB 블랙 미개봉 새상품 창원 양산 김해 진해 | (25년개통) 갤럭시S25 256기가 민트 부산중고폰 06307 김해
에디션,212,검토 필요,"닌텐도 스위치, 플스5, 갤럭시 s26, 갤럭시 s26 울트라, 애플워치, 아이폰 16, 아이폰 17 프로, 아이폰 17",명조 치사 에디션 마우스패드 (갤럭시 S26 울트라) | 갤럭시 S26 울트라 키레네 에디션 아크릴 스마트폰 거치대 | 갤럭시 S26 울트라 키레네 에디션 SD키링
s25울트라,211,검토 필요,"갤럭시 s25 울트라, 갤럭시 s25, 갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25 플러스, 아이폰 16, 애플워치",갤럭시S25엣지/S25/S25플러스/S25울트라 삼성전자 정품 | [새상품/완납폰]갤럭시S25/S25플러스/S25울트라 쓰던 유심 그대로 | 갤럭시 s25울트라
폰케이스,211,검토 필요,"아이폰 16, 아이폰 17, 아이폰 15, 아이폰 17 프로, 갤럭시 s25, 갤럭시 s26, 갤럭시 s26 울트라, 아이폰 17e",새상품 갤럭시s25울트라 폰케이스 | 갤럭시 S25 울트라 실리콘 폰케이스 | CASETiFY x 톰과 제리 폰케이스 갤럭시s25 울트라
12,211,product_token_dictionary model 후보,"아이패드, 아이폰 17, 아이폰 16, 다이슨, 아이폰 15, 맥북, 아이폰 17 프로 맥스, 아이폰 17 프로","아이폰11,12,13,14,15,16 삽니다(침수폰,파손폰,전원불량 등) | (12) 아이폰16 256기가 블랙 A급 | 특가 아이폰16프로맥스 미사용 선착순 한정판매 12/13/14/15/17"
새상품급,208,검토 필요,"갤럭시 s25, 갤럭시 s26, 아이폰 16, 갤럭시 s25 플러스, 아이폰 17, 에어팟 프로, 아이패드, 맥북",[00730] 갤럭시S25울트라 512GB 티타늄그레이 외관 새상품급 1 | 갤럭시 S25울트라512블랙 공기계 새상품급 | 삼성 갤럭시 S25 엣지 512GB 블랙 새상품급
64gb,206,product_token_dictionary spec 후보,"아이패드, 아이폰 16, 갤럭시워치, 애플워치, 맥북, 아이폰 17","[국내당일발송] 아이폰6S 16G 32GB 64GB 128GB | [당일발송]아이폰6 /16,32,64GB 실버 / 스그 / 골드 | [배터리100%]아이폰5s 16GB 32GB 64GB (3color)"
44mm,206,검토 필요,"애플워치, 갤럭시워치",[새상품급 선물용] 애플워치 se2 44mm 스타라이트 풀박스 급처합니다 | 배성 96% 액정무기스 애플워치 se2 44mm | 애플워치 se2 S급 44mm 판매합니다
아이폰15프로,205,검토 필요,"아이폰 15, 아이폰 16, 아이폰 17 프로, 아이폰 17, 애플워치, 아이폰 17 프로 맥스","[미사용/새상품] 아이폰15프로 재고정리 할인 [13,14,16,17] | 아이폰16 >> 아이폰15프로 교환 | 특가 아이폰15프로 미사용 선착순 한정판매 맥스/13/14/16/17"
팔아요,203,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 아이폰 17, 아이패드, 아이폰 16, 갤럭시 s25 플러스",갤럭시 S25울트라 그레이 256기가 A급 팔아요~ | 갤럭시 S25울트라 실버 블루 256기가 SS급 팔아요~ | 갤럭시 S25울트라 화이트 실버 256기가 SS급 팔아요~
투명,202,검토 필요,"아이폰 16, 아이폰 17, 갤럭시 s25, 아이폰 15, 아이폰 17 프로, 갤럭시 s26, 갤럭시 s26 울트라, 아이폰 17 프로 맥스",모란카노 임팩트 투명 테디 디자인 갤럭시S25울트라 케이스 새제품 | 갤럭시 s25 울트라 투명 카드케이스 | 갤럭시 S25 울트라 투명 케이스 에어쿠션
16기가,199,product_token_dictionary spec 후보,"아이폰 16, 아이패드, 맥북, 아이폰 17, 아이폰 17e, 아이폰 15",한국발송) 아이폰5s 16기가 카메라 에어드랍  감성폰 특가판매합니다. | 아이폰5s /16기가/스페이스그레이 | 아이폰6 실버 16기가 (배터리성능 : 100%)
울산중고폰,195,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 아이폰 16, 갤럭시 s25 플러스, 아이폰 17e, 아이폰 17",!!감성폰!! 아이폰6s 배터리성능100% 골드 16GB 울산중고폰 | !!감성폰!! 아이폰6s 배터리성능100% 실버 16GB 울산중고폰
실리콘,194,검토 필요,"아이폰 16, 아이폰 17, 아이폰 17 프로, 갤럭시 s26, 아이폰 15, 갤럭시 s25, 애플워치, 아이패드",갤럭시s25울트라 엘라고 실리콘 맥세이프 케이스 팝니다 | 삼성 갤럭시 S25 울트라 실리콘 케이스 | 갤럭시 S25 울트라 실리콘 폰케이스
퍼플,194,검토 필요,"갤럭시 s25, 갤럭시 s26, 아이패드, 아이폰 17, 갤럭시 s25 플러스, 갤럭시 s26 울트라, 아이폰 17 프로, 갤럭시 s25 울트라",갤럭시 s25 울트라 512기가 퍼플 | 갤럭시 S25 플러스 256GB 실버/퍼플
m2,193,검토 필요,"아이패드, 맥북, 애플워치",Apple 아이패드 에어 11 M2 스페이스 그레이 128GB(펜슬포함) | 아이패드 프로4세대 12.9+ 맥북 프로 M2 Max 16인치 고급형일괄 | 아이패드 에어 11 M2 128G S급 급처
s26울트라,190,검토 필요,"갤럭시 s26 울트라, 갤럭시 s26, 갤럭시 s25, 갤럭시 s25 울트라, 아이폰 17 프로, 아이폰 17",(삽니다) 갤럭시 S26울트라 /폴드7 / 플립7 / s25울트라 미개봉 | 새폰매입 중고폰매입 갤럭시매입 s26울트라 s26플러스 s26 폰매입 | 갤럭시 s26울트라 소가죽 핸드메이드 다이어리 케이스입니다.
128기가,189,product_token_dictionary spec 후보,"아이폰 16, 아이패드, 아이폰 15, 아이폰 17, 갤럭시 s25, 닌텐도 스위치, 에어팟 프로, 갤럭시 s26",아이폰 16 128기가 | 아이폰 16 틸 색상 128기가 | 아이폰박스 아이폰16 블랙 256기가 화이트 128기가 빈박스
할인,183,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 울트라, 갤럭시 s25 플러스, 갤럭시 s26 울트라, 아이폰 16, 아이폰 17 프로, 아이폰 17","[미사용/새상품]갤럭시S25울트라 재고정리 할인[23,24,26,플립7] | >한정판매< 갤럭시 S25 울트라 256G 티타늄 실버블루(직거래 할인) | >한정판매< 갤럭시 S25 울트라 256G 티타늄 블랙 (직거래 할인)"
m1,181,검토 필요,"맥북, 아이패드, 아이폰 16","2020 맥북 에어 13, 스페이 스 그레이, M1, 256GB, 16G | 아이패드프로 m1 1테라 스그 팝니다 | 아이패드 프로 12.9 5 M1 512GB 클라우드락 부품용 팝니다."
17프로맥스,180,검토 필요,"아이폰 17 프로 맥스, 아이폰 17 프로, 아이폰 17, 아이폰 17e",아이폰 17프로맥스 피타카 케이스 선셋 | 비싸게삽니다!!! 아이폰17프로 17프로맥스 미개봉 256 512 1TB | 아이폰 17프로맥스 가나디 미러 맥세이프 폰케이스
크림,178,검토 필요,"갤럭시 s25, 갤럭시 s26, 갤럭시 s25 플러스, 갤럭시 s25 울트라, 갤럭시 s26 울트라, 갤럭시워치, 다이슨, 아이폰 16",마리끄(아이폰16)크림 타탄 카드수납 폰케이스 | 갤럭시 S23 플러스 256GB S등급 크림 (93% 배터리 효율) | 갤럭시 S23 플러스 256GB S등급 크림 (95% 배터리 효율)
1세대,176,검토 필요,"에어팟 프로, 아이패드, 애플워치, 아이폰 16, 갤럭시워치, 닌텐도 스위치, 다이슨",희귀!! 재고1) 아이폰 se 1세대 2016 5s 5 리락쿠마 케이스 | 세트!) 아이폰 se 1세대 2016 5s 5 키티 홈버튼 필름세트 | 아이패드프로11 1세대 256g
골드,175,검토 필요,"아이폰 16, 아이패드, 애플워치, 아이폰 17, 다이슨, 갤럭시 s25, 갤럭시 s26, 맥북","갤럭시S25울트라 호환 맨유 골드 앰블럼 굿즈 케이스 판매 | 갤럭시 S26 256GB 핑크 골드 자급제 미개봉 | [당일발송]아이폰6 /16,32,64GB 실버 / 스그 / 골드"
스위치2,174,검토 필요,"닌텐도 스위치, 플스5",닌텐도 스위치2 마리오카트 월드 에디션(새상품 미개봉) | 닌텐도 스위치2 OLED 신형 미개봉새상품 | (인천/서울직거래) 닌텐도 스위치2 미개봉 국내발매판 팝니다
